miRNA,Gene,Disease,Score-m-g,Score-g-d
hsa-miR-2054,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,85.0064,90.0
hsa-miR-2113,FMR1,Fragile X Syndrome,83.5432,100.0
hsa-miR-2113,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,83.5432,90.0
hsa-miR-221-3p,FMR1,Fragile X Syndrome,87.9793,100.0
hsa-miR-221-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,87.9793,90.0
hsa-miR-222-3p,FMR1,Fragile X Syndrome,87.9793,100.0
hsa-miR-222-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,87.9793,90.0
hsa-miR-224-3p,FMR1,Fragile X Syndrome,91.9670826404,100.0
hsa-miR-224-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,91.9670826404,90.0
hsa-miR-23a-3p,FMR1,Fragile X Syndrome,89.1236713081,100.0
hsa-miR-23a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.1236713081,90.0
hsa-miR-23b-3p,FMR1,Fragile X Syndrome,89.1236713081,100.0
hsa-miR-23b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.1236713081,90.0
hsa-miR-23c,FMR1,Fragile X Syndrome,89.1236713081,100.0
hsa-miR-23c,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.1236713081,90.0
hsa-miR-24-1-5p,FMR1,Fragile X Syndrome,93.07161,100.0
hsa-miR-24-1-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.07161,90.0
hsa-miR-24-2-5p,FMR1,Fragile X Syndrome,93.07161,100.0
hsa-miR-24-2-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.07161,90.0
hsa-miR-301a-3p,FMR1,Fragile X Syndrome,92.867017290093,100.0
hsa-miR-301a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,92.867017290093,90.0
hsa-miR-301b-3p,FMR1,Fragile X Syndrome,92.867017290093,100.0
hsa-miR-301b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,92.867017290093,90.0
hsa-miR-302b-5p,FMR1,Fragile X Syndrome,94.16536,100.0
hsa-miR-302b-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,94.16536,90.0
hsa-miR-302c-5p,FMR1,Fragile X Syndrome,86.8487,100.0
hsa-miR-302c-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,86.8487,90.0
hsa-miR-302d-5p,FMR1,Fragile X Syndrome,94.16536,100.0
hsa-miR-302d-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,94.16536,90.0
hsa-miR-3143,FMR1,Fragile X Syndrome,81.8901,100.0
hsa-miR-3143,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.8901,90.0
hsa-miR-3148,FMR1,Fragile X Syndrome,89.4032983318,100.0
hsa-miR-3148,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.4032983318,90.0
hsa-miR-3149,FMR1,Fragile X Syndrome,82.7551,100.0
hsa-miR-3149,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,82.7551,90.0
hsa-miR-32-5p,FMR1,Fragile X Syndrome,81.9342,100.0
hsa-miR-32-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.9342,90.0
hsa-miR-335-3p,FMR1,Fragile X Syndrome,84.8812,100.0
hsa-miR-335-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,84.8812,90.0
hsa-miR-33a-3p,FMR1,Fragile X Syndrome,92.0443355073653,100.0
hsa-miR-33a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,92.0443355073653,90.0
hsa-miR-3606-3p,FMR1,Fragile X Syndrome,96.0699726098415,100.0
hsa-miR-3606-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,96.0699726098415,90.0
hsa-miR-3613-3p,FMR1,Fragile X Syndrome,94.308092867296,100.0
hsa-miR-3613-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,94.308092867296,90.0
hsa-miR-3658,FMR1,Fragile X Syndrome,93.43903556,100.0
hsa-miR-3658,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.43903556,90.0
hsa-miR-3662,FMR1,Fragile X Syndrome,86.0516010496,100.0
hsa-miR-3662,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,86.0516010496,90.0
hsa-miR-3666,FMR1,Fragile X Syndrome,92.867017290093,100.0
hsa-miR-3666,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,92.867017290093,90.0
hsa-miR-3671,FMR1,Fragile X Syndrome,88.3823529602,100.0
hsa-miR-3671,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,88.3823529602,90.0
hsa-miR-3688-3p,FMR1,Fragile X Syndrome,95.4292614219777,100.0
hsa-miR-3688-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.4292614219777,90.0
hsa-miR-374b-3p,FMR1,Fragile X Syndrome,91.5137033196,100.0
hsa-miR-374b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,91.5137033196,90.0
hsa-miR-3926,FMR1,Fragile X Syndrome,81.1063751054,100.0
hsa-miR-3926,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.1063751054,90.0
hsa-miR-410-3p,FMR1,Fragile X Syndrome,83.4546521152,100.0
hsa-miR-410-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,83.4546521152,90.0
hsa-miR-4282,FMR1,Fragile X Syndrome,94.0945148032376,100.0
hsa-miR-4282,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,94.0945148032376,90.0
hsa-miR-4295,FMR1,Fragile X Syndrome,92.867017290093,100.0
hsa-miR-4295,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,92.867017290093,90.0
hsa-miR-4328,FMR1,Fragile X Syndrome,91.1364,100.0
hsa-miR-4328,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,91.1364,90.0
hsa-miR-4503,FMR1,Fragile X Syndrome,90.21814,100.0
hsa-miR-4503,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,90.21814,90.0
hsa-miR-4517,FMR1,Fragile X Syndrome,99.5250771214416,100.0
hsa-miR-4517,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,99.5250771214416,90.0
hsa-miR-454-3p,FMR1,Fragile X Syndrome,92.6210677393815,100.0
hsa-miR-454-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,92.6210677393815,90.0
hsa-miR-4652-3p,FMR1,Fragile X Syndrome,86.8098,100.0
hsa-miR-4652-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,86.8098,90.0
hsa-miR-4659a-3p,FMR1,Fragile X Syndrome,95.8138443952,100.0
hsa-miR-4659a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.8138443952,90.0
hsa-miR-4659b-3p,FMR1,Fragile X Syndrome,95.8138443952,100.0
hsa-miR-4659b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.8138443952,90.0
hsa-miR-4668-3p,FMR1,Fragile X Syndrome,80.0189692114,100.0
hsa-miR-4668-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,80.0189692114,90.0
hsa-miR-4671-3p,FMR1,Fragile X Syndrome,85.1111,100.0
hsa-miR-4671-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,85.1111,90.0
hsa-miR-4719,FMR1,Fragile X Syndrome,95.1197435298488,100.0
hsa-miR-4719,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.1197435298488,90.0
hsa-miR-4722-3p,FMR1,Fragile X Syndrome,87.0838,100.0
hsa-miR-4722-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,87.0838,90.0
hsa-miR-4738-3p,FMR1,Fragile X Syndrome,96.5024469704,100.0
hsa-miR-4738-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,96.5024469704,90.0
hsa-miR-4790-5p,FMR1,Fragile X Syndrome,89.5473,100.0
hsa-miR-4790-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.5473,90.0
hsa-miR-505-3p,FMR1,Fragile X Syndrome,83.1561,100.0
hsa-miR-505-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,83.1561,90.0
hsa-miR-510-3p,FMR1,Fragile X Syndrome,97.6961268033426,100.0
hsa-miR-510-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,97.6961268033426,90.0
hsa-miR-513a-3p,FMR1,Fragile X Syndrome,96.4451642617592,100.0
hsa-miR-513a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,96.4451642617592,90.0
hsa-miR-513b-3p,FMR1,Fragile X Syndrome,93.01248589272,100.0
hsa-miR-513b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.01248589272,90.0
hsa-miR-513c-3p,FMR1,Fragile X Syndrome,96.4451642617592,100.0
hsa-miR-513c-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,96.4451642617592,90.0
hsa-miR-519a-3p,FMR1,Fragile X Syndrome,80.1024,100.0
hsa-miR-519a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,80.1024,90.0
hsa-miR-519b-3p,FMR1,Fragile X Syndrome,80.1024,100.0
hsa-miR-519b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,80.1024,90.0
hsa-miR-519c-3p,FMR1,Fragile X Syndrome,80.1024,100.0
hsa-miR-519c-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,80.1024,90.0
hsa-miR-522-3p,FMR1,Fragile X Syndrome,91.9670826404,100.0
hsa-miR-522-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,91.9670826404,90.0
hsa-miR-548av-5p,FMR1,Fragile X Syndrome,95.1015195539223,100.0
hsa-miR-548av-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.1015195539223,90.0
hsa-miR-548e-5p,FMR1,Fragile X Syndrome,97.4847461116,100.0
hsa-miR-548e-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,97.4847461116,90.0
hsa-miR-548k,FMR1,Fragile X Syndrome,95.1015195539223,100.0
hsa-miR-548k,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.1015195539223,90.0
hsa-miR-5583-3p,FMR1,Fragile X Syndrome,99.0572883730248,100.0
hsa-miR-5583-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,99.0572883730248,90.0
hsa-miR-5683,FMR1,Fragile X Syndrome,94.7011140952,100.0
hsa-miR-5683,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,94.7011140952,90.0
hsa-miR-5689,FMR1,Fragile X Syndrome,97.32932150024,100.0
hsa-miR-5689,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,97.32932150024,90.0
hsa-miR-570-3p,FMR1,Fragile X Syndrome,98.8539209417452,100.0
hsa-miR-570-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,98.8539209417452,90.0
hsa-miR-576-5p,FMR1,Fragile X Syndrome,92.96479,100.0
hsa-miR-576-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,92.96479,90.0
hsa-miR-607,FMR1,Fragile X Syndrome,97.8477110050134,100.0
hsa-miR-607,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,97.8477110050134,90.0
hsa-miR-6502-3p,FMR1,Fragile X Syndrome,82.2672,100.0
hsa-miR-6502-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,82.2672,90.0
hsa-miR-651-3p,FMR1,Fragile X Syndrome,93.61084391674,100.0
hsa-miR-651-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.61084391674,90.0
hsa-miR-6727-3p,FMR1,Fragile X Syndrome,87.0838,100.0
hsa-miR-6727-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,87.0838,90.0
hsa-miR-675-3p,FMR1,Fragile X Syndrome,83.5311,100.0
hsa-miR-675-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,83.5311,90.0
hsa-miR-6813-3p,FMR1,Fragile X Syndrome,82.0069,100.0
hsa-miR-6813-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,82.0069,90.0
hsa-miR-6853-3p,FMR1,Fragile X Syndrome,81.864,100.0
hsa-miR-6853-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.864,90.0
hsa-miR-6885-3p,FMR1,Fragile X Syndrome,95.6586622537,100.0
hsa-miR-6885-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.6586622537,90.0
hsa-miR-7110-3p,FMR1,Fragile X Syndrome,86.1109402,100.0
hsa-miR-7110-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,86.1109402,90.0
hsa-miR-744-3p,FMR1,Fragile X Syndrome,95.153824363,100.0
hsa-miR-744-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.153824363,90.0
hsa-miR-7976,FMR1,Fragile X Syndrome,83.0495021062,100.0
hsa-miR-7976,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,83.0495021062,90.0
hsa-miR-8054,FMR1,Fragile X Syndrome,95.1015195539223,100.0
hsa-miR-8054,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.1015195539223,90.0
hsa-miR-8076,FMR1,Fragile X Syndrome,96.58923772365,100.0
hsa-miR-8076,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,96.58923772365,90.0
hsa-miR-891b,FMR1,Fragile X Syndrome,90.72001,100.0
hsa-miR-891b,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,90.72001,90.0
hsa-miR-92a-3p,FMR1,Fragile X Syndrome,81.9342,100.0
hsa-miR-92a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.9342,90.0
hsa-miR-92b-3p,FMR1,Fragile X Syndrome,81.9342,100.0
hsa-miR-92b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.9342,90.0
hsa-miR-935,FMR1,Fragile X Syndrome,94.3706673014,100.0
hsa-miR-935,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,94.3706673014,90.0
hsa-miR-9983-3p,FMR1,Fragile X Syndrome,99.12581827345,100.0
hsa-miR-9983-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,99.12581827345,90.0
hsa-let-7a-2-3p,FMR1,Fragile X Syndrome,93.3003975799,100.0
hsa-let-7a-2-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.3003975799,90.0
hsa-let-7g-3p,FMR1,Fragile X Syndrome,93.3003975799,100.0
hsa-let-7g-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.3003975799,90.0
hsa-miR-1245b-3p,FMR1,Fragile X Syndrome,92.981528421,100.0
hsa-miR-1245b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,92.981528421,90.0
hsa-miR-1284,FMR1,Fragile X Syndrome,89.5462007126057,100.0
hsa-miR-1284,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.5462007126057,90.0
hsa-miR-129-5p,FMR1,Fragile X Syndrome,99.227366569216,100.0
hsa-miR-129-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,99.227366569216,90.0
hsa-miR-130a-3p,FMR1,Fragile X Syndrome,98.29336616915,100.0
hsa-miR-130a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,98.29336616915,90.0
hsa-miR-130b-3p,FMR1,Fragile X Syndrome,98.29336616915,100.0
hsa-miR-130b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,98.29336616915,90.0
hsa-miR-139-5p,FMR1,Fragile X Syndrome,95.61182,100.0
hsa-miR-139-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.61182,90.0
hsa-miR-141-3p,FMR1,Fragile X Syndrome,85.4012,100.0
hsa-miR-141-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,85.4012,90.0
hsa-miR-143-5p,FMR1,Fragile X Syndrome,86.0506,100.0
hsa-miR-143-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,86.0506,90.0
hsa-miR-144-3p,FMR1,Fragile X Syndrome,87.2816,100.0
hsa-miR-144-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,87.2816,90.0
hsa-miR-148a-3p,FMR1,Fragile X Syndrome,89.448,100.0
hsa-miR-148a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.448,90.0
hsa-miR-148b-3p,FMR1,Fragile X Syndrome,89.448,100.0
hsa-miR-148b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.448,90.0
hsa-miR-152-3p,FMR1,Fragile X Syndrome,89.448,100.0
hsa-miR-152-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.448,90.0
hsa-miR-182-5p,FMR1,Fragile X Syndrome,89.4791,100.0
hsa-miR-182-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.4791,90.0
hsa-miR-1972,FMR1,Fragile X Syndrome,92.12199,100.0
hsa-miR-1972,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,92.12199,90.0
hsa-miR-19a-3p,FMR1,Fragile X Syndrome,93.02136425326,100.0
hsa-miR-19a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.02136425326,90.0
hsa-miR-19b-3p,FMR1,Fragile X Syndrome,93.02136425326,100.0
hsa-miR-19b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.02136425326,90.0
hsa-miR-200a-3p,FMR1,Fragile X Syndrome,85.4012,100.0
hsa-miR-200a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,85.4012,90.0
hsa-miR-202-5p,FMR1,Fragile X Syndrome,86.2206178088,100.0
hsa-miR-202-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,86.2206178088,90.0
hsa-miR-203b-3p,FMR1,Fragile X Syndrome,80.9293,100.0
hsa-miR-203b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,80.9293,90.0
hsa-miR-2054,FMR1,Fragile X Syndrome,84.9921,100.0
hsa-miR-2054,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,84.9921,90.0
hsa-miR-2113,FMR1,Fragile X Syndrome,88.4762,100.0
hsa-miR-2113,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,88.4762,90.0
hsa-miR-221-3p,FMR1,Fragile X Syndrome,91.12563,100.0
hsa-miR-221-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,91.12563,90.0
hsa-miR-222-3p,FMR1,Fragile X Syndrome,91.12563,100.0
hsa-miR-222-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,91.12563,90.0
hsa-miR-224-3p,FMR1,Fragile X Syndrome,91.8352312692,100.0
hsa-miR-224-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,91.8352312692,90.0
hsa-miR-23a-3p,FMR1,Fragile X Syndrome,89.108976496,100.0
hsa-miR-23a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.108976496,90.0
hsa-miR-23b-3p,FMR1,Fragile X Syndrome,89.108976496,100.0
hsa-miR-23b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.108976496,90.0
hsa-miR-23c,FMR1,Fragile X Syndrome,89.108976496,100.0
hsa-miR-23c,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.108976496,90.0
hsa-miR-24-1-5p,FMR1,Fragile X Syndrome,93.00297,100.0
hsa-miR-24-1-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.00297,90.0
hsa-miR-24-2-5p,FMR1,Fragile X Syndrome,93.00297,100.0
hsa-miR-24-2-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.00297,90.0
hsa-miR-297,FMR1,Fragile X Syndrome,81.9524,100.0
hsa-miR-297,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.9524,90.0
hsa-miR-301a-3p,FMR1,Fragile X Syndrome,98.29336616915,100.0
hsa-miR-301a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,98.29336616915,90.0
hsa-miR-301b-3p,FMR1,Fragile X Syndrome,98.29336616915,100.0
hsa-miR-301b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,98.29336616915,90.0
hsa-miR-302a-3p,FMR1,Fragile X Syndrome,87.8970635704,100.0
hsa-miR-302a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,87.8970635704,90.0
hsa-miR-302b-3p,FMR1,Fragile X Syndrome,87.8970635704,100.0
hsa-miR-302b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,87.8970635704,90.0
hsa-miR-302b-5p,FMR1,Fragile X Syndrome,94.14927,100.0
hsa-miR-302b-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,94.14927,90.0
hsa-miR-302c-3p,FMR1,Fragile X Syndrome,83.5143746059,100.0
hsa-miR-302c-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,83.5143746059,90.0
hsa-miR-302c-5p,FMR1,Fragile X Syndrome,86.8162,100.0
hsa-miR-302c-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,86.8162,90.0
hsa-miR-302d-3p,FMR1,Fragile X Syndrome,83.5143746059,100.0
hsa-miR-302d-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,83.5143746059,90.0
hsa-miR-302d-5p,FMR1,Fragile X Syndrome,94.14927,100.0
hsa-miR-302d-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,94.14927,90.0
hsa-miR-302e,FMR1,Fragile X Syndrome,89.4150425872,100.0
hsa-miR-302e,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.4150425872,90.0
hsa-miR-3143,FMR1,Fragile X Syndrome,81.8424,100.0
hsa-miR-3143,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.8424,90.0
hsa-miR-3148,FMR1,Fragile X Syndrome,89.3671125088,100.0
hsa-miR-3148,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.3671125088,90.0
hsa-miR-3149,FMR1,Fragile X Syndrome,90.47432,100.0
hsa-miR-3149,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,90.47432,90.0
hsa-miR-32-5p,FMR1,Fragile X Syndrome,81.9175,100.0
hsa-miR-32-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.9175,90.0
hsa-miR-323a-3p,FMR1,Fragile X Syndrome,85.5662,100.0
hsa-miR-323a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,85.5662,90.0
hsa-miR-335-3p,FMR1,Fragile X Syndrome,84.8674,100.0
hsa-miR-335-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,84.8674,90.0
hsa-miR-33a-3p,FMR1,Fragile X Syndrome,92.0292973175633,100.0
hsa-miR-33a-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,92.0292973175633,90.0
hsa-miR-345-3p,FMR1,Fragile X Syndrome,80.5506427408,100.0
hsa-miR-345-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,80.5506427408,90.0
hsa-miR-3606-3p,FMR1,Fragile X Syndrome,97.28437518355,100.0
hsa-miR-3606-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,97.28437518355,90.0
hsa-miR-3613-3p,FMR1,Fragile X Syndrome,97.7327343609901,100.0
hsa-miR-3613-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,97.7327343609901,90.0
hsa-miR-3658,FMR1,Fragile X Syndrome,93.4129163164,100.0
hsa-miR-3658,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,93.4129163164,90.0
hsa-miR-3662,FMR1,Fragile X Syndrome,86.0298650456,100.0
hsa-miR-3662,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,86.0298650456,90.0
hsa-miR-3666,FMR1,Fragile X Syndrome,98.29336616915,100.0
hsa-miR-3666,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,98.29336616915,90.0
hsa-miR-3671,FMR1,Fragile X Syndrome,88.3353966715,100.0
hsa-miR-3671,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,88.3353966715,90.0
hsa-miR-3688-3p,FMR1,Fragile X Syndrome,95.3505457924382,100.0
hsa-miR-3688-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,95.3505457924382,90.0
hsa-miR-372-3p,FMR1,Fragile X Syndrome,81.2000010808,100.0
hsa-miR-372-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.2000010808,90.0
hsa-miR-374b-3p,FMR1,Fragile X Syndrome,91.499796577,100.0
hsa-miR-374b-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,91.499796577,90.0
hsa-miR-3926,FMR1,Fragile X Syndrome,90.4083490398,100.0
hsa-miR-3926,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,90.4083490398,90.0
hsa-miR-410-3p,FMR1,Fragile X Syndrome,82.792490953,100.0
hsa-miR-410-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,82.792490953,90.0
hsa-miR-4263,FMR1,Fragile X Syndrome,89.5699,100.0
hsa-miR-4263,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,89.5699,90.0
hsa-miR-4276,FMR1,Fragile X Syndrome,84.3625235104,100.0
hsa-miR-4276,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,84.3625235104,90.0
hsa-miR-4282,FMR1,Fragile X Syndrome,94.0829489649107,100.0
hsa-miR-4282,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,94.0829489649107,90.0
hsa-miR-4295,FMR1,Fragile X Syndrome,98.29336616915,100.0
hsa-miR-4295,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,98.29336616915,90.0
hsa-miR-4328,FMR1,Fragile X Syndrome,97.05376,100.0
hsa-miR-4328,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,97.05376,90.0
hsa-miR-4436a,FMR1,Fragile X Syndrome,81.9167,100.0
hsa-miR-4436a,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,81.9167,90.0
hsa-miR-448,FMR1,Fragile X Syndrome,86.5986676066,100.0
hsa-miR-448,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,86.5986676066,90.0
hsa-miR-4503,FMR1,Fragile X Syndrome,90.20888,100.0
hsa-miR-4503,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,90.20888,90.0
hsa-miR-4517,FMR1,Fragile X Syndrome,99.7564823040448,100.0
hsa-miR-4517,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,99.7564823040448,90.0
hsa-miR-454-3p,FMR1,Fragile X Syndrome,98.5285164821064,100.0
hsa-miR-454-3p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,98.5285164821064,90.0
hsa-miR-4650-5p,FMR1,Fragile X Syndrome,80.6281,100.0
hsa-miR-4650-5p,FMR1,FRAGILE X TREMOR/ATAXIA SYNDROME,80.6281,90.0
hsa-miR-4652-3p,FMR1,Fragile X Syndrome,86.7945,100.0
